sredni_czas,odw_t,t,sigma,S_0,r,K,T,opcja,wersja
0.019370607376098633,230,0.004347826086956522,0.03,50,0.02,48,2,e,call
0.021599097728729248,240,0.004166666666666667,0.03,50,0.02,48,2,e,call
0.023079288721084595,250,0.004,0.03,50,0.02,48,2,e,call
0.02589875364303589,260,0.0038461538461538464,0.03,50,0.02,48,2,e,call
0.026040640115737916,270,0.003703703703703704,0.03,50,0.02,48,2,e,call
0.029609118938446043,280,0.0035714285714285713,0.03,50,0.02,48,2,e,call
0.029454224824905395,290,0.0034482758620689655,0.03,50,0.02,48,2,e,call
0.034427543878555296,300,0.0033333333333333335,0.03,50,0.02,48,2,e,call
0.03316390466690063,310,0.0032258064516129032,0.03,50,0.02,48,2,e,call
0.034970775365829466,320,0.003125,0.03,50,0.02,48,2,e,call
0.03596455907821655,330,0.0030303030303030303,0.03,50,0.02,48,2,e,call
0.0397852954864502,340,0.0029411764705882353,0.03,50,0.02,48,2,e,call
0.044338273763656615,350,0.002857142857142857,0.03,50,0.02,48,2,e,call
0.04305466032028198,360,0.002777777777777778,0.03,50,0.02,48,2,e,call
0.04549377703666687,370,0.002702702702702703,0.03,50,0.02,48,2,e,call
0.04788228106498718,380,0.002631578947368421,0.03,50,0.02,48,2,e,call
0.0874711525440216,390,0.002564102564102564,0.03,50,0.02,48,2,e,call
0.1104931869506836,400,0.0025,0.03,50,0.02,48,2,e,call
0.07069154953956604,410,0.0024390243902439024,0.03,50,0.02,48,2,e,call
0.05499572062492371,420,0.002380952380952381,0.03,50,0.02,48,2,e,call
0.06462401270866394,430,0.002325581395348837,0.03,50,0.02,48,2,e,call
0.06661105370521546,440,0.0022727272727272726,0.03,50,0.02,48,2,e,call
0.07835586285591126,450,0.0022222222222222222,0.03,50,0.02,48,2,e,call
0.07130005168914795,460,0.002173913043478261,0.03,50,0.02,48,2,e,call
0.07394271087646484,470,0.002127659574468085,0.03,50,0.02,48,2,e,call
0.07979076933860779,480,0.0020833333333333333,0.03,50,0.02,48,2,e,call
0.08969289302825928,490,0.0020408163265306124,0.03,50,0.02,48,2,e,call
0.09428307032585144,500,0.002,0.03,50,0.02,48,2,e,call
0.10659803652763367,550,0.0018181818181818182,0.03,50,0.02,48,2,e,call
0.13083397674560546,600,0.0016666666666666668,0.03,50,0.02,48,2,e,call
0.15157419943809508,650,0.0015384615384615385,0.03,50,0.02,48,2,e,call
0.18942074632644654,700,0.0014285714285714286,0.03,50,0.02,48,2,e,call
0.21419829201698304,750,0.0013333333333333333,0.03,50,0.02,48,2,e,call
0.24003920817375182,800,0.00125,0.03,50,0.02,48,2,e,call
0.2827045588493347,850,0.001176470588235294,0.03,50,0.02,48,2,e,call
0.3319151473045349,900,0.0011111111111111111,0.03,50,0.02,48,2,e,call
0.4684011833667755,950,0.0010526315789473684,0.03,50,0.02,48,2,e,call
1.1959552764892578e-05,1,1.0,0.03,50,0.02,48,2,e,put
1.58538818359375e-05,3,0.3333333333333333,0.03,50,0.02,48,2,e,put
2.4664878845214843e-05,5,0.2,0.03,50,0.02,48,2,e,put
3.0181884765625e-05,7,0.14285714285714285,0.03,50,0.02,48,2,e,put
3.692626953125e-05,9,0.1111111111111111,0.03,50,0.02,48,2,e,put
5.034208297729492e-05,11,0.09090909090909091,0.03,50,0.02,48,2,e,put
6.820869445800782e-05,13,0.07692307692307693,0.03,50,0.02,48,2,e,put
8.639407157897949e-05,15,0.06666666666666667,0.03,50,0.02,48,2,e,put
9.617114067077636e-05,17,0.058823529411764705,0.03,50,0.02,48,2,e,put
0.0001117250919342041,19,0.05263157894736842,0.03,50,0.02,48,2,e,put
0.00013747525215148927,21,0.047619047619047616,0.03,50,0.02,48,2,e,put
0.0001587672233581543,23,0.043478260869565216,0.03,50,0.02,48,2,e,put
0.00018150734901428223,25,0.04,0.03,50,0.02,48,2,e,put
0.00021168780326843263,27,0.037037037037037035,0.03,50,0.02,48,2,e,put
0.0002871379852294922,29,0.034482758620689655,0.03,50,0.02,48,2,e,put
0.00028196239471435546,31,0.03225806451612903,0.03,50,0.02,48,2,e,put
0.000301236629486084,33,0.030303030303030304,0.03,50,0.02,48,2,e,put
0.00031384873390197753,35,0.02857142857142857,0.03,50,0.02,48,2,e,put
0.0003727743625640869,37,0.02702702702702703,0.03,50,0.02,48,2,e,put
0.0003902935981750488,39,0.02564102564102564,0.03,50,0.02,48,2,e,put
0.0004382658004760742,41,0.024390243902439025,0.03,50,0.02,48,2,e,put
0.000673069715499878,43,0.023255813953488372,0.03,50,0.02,48,2,e,put
0.0005650701522827148,45,0.022222222222222223,0.03,50,0.02,48,2,e,put
0.000567662239074707,47,0.02127659574468085,0.03,50,0.02,48,2,e,put
0.0005666427612304688,49,0.02040816326530612,0.03,50,0.02,48,2,e,put
0.0006675999164581299,51,0.0196078431372549,0.03,50,0.02,48,2,e,put
0.0008461251258850098,53,0.018867924528301886,0.03,50,0.02,48,2,e,put
0.0008579690456390381,55,0.01818181818181818,0.03,50,0.02,48,2,e,put
0.0009336884021759033,57,0.017543859649122806,0.03,50,0.02,48,2,e,put
0.001003467321395874,59,0.01694915254237288,0.03,50,0.02,48,2,e,put
0.0020577800273895263,61,0.01639344262295082,0.03,50,0.02,48,2,e,put
0.0021664304733276366,63,0.015873015873015872,0.03,50,0.02,48,2,e,put
0.0021052517890930177,65,0.015384615384615385,0.03,50,0.02,48,2,e,put
0.001586463212966919,67,0.014925373134328358,0.03,50,0.02,48,2,e,put
0.001516075372695923,69,0.014492753623188406,0.03,50,0.02,48,2,e,put
0.001601996421813965,71,0.014084507042253521,0.03,50,0.02,48,2,e,put
0.0022815816402435305,73,0.0136986301369863,0.03,50,0.02,48,2,e,put
0.0018890399932861327,75,0.013333333333333334,0.03,50,0.02,48,2,e,put
0.0022059223651885985,77,0.012987012987012988,0.03,50,0.02,48,2,e,put
0.002752630710601807,79,0.012658227848101266,0.03,50,0.02,48,2,e,put
0.0025892243385314943,81,0.012345679012345678,0.03,50,0.02,48,2,e,put
0.0019060215950012207,83,0.012048192771084338,0.03,50,0.02,48,2,e,put
0.0019361834526062012,85,0.011764705882352941,0.03,50,0.02,48,2,e,put
0.00223793363571167,87,0.011494252873563218,0.03,50,0.02,48,2,e,put
0.003103347301483154,89,0.011235955056179775,0.03,50,0.02,48,2,e,put
0.002707491397857666,91,0.01098901098901099,0.03,50,0.02,48,2,e,put
0.002739831209182739,93,0.010752688172043012,0.03,50,0.02,48,2,e,put
0.002570639371871948,95,0.010526315789473684,0.03,50,0.02,48,2,e,put
0.0027393298149108888,97,0.010309278350515464,0.03,50,0.02,48,2,e,put
0.0027848615646362306,99,0.010101010101010102,0.03,50,0.02,48,2,e,put
0.0029192197322845457,100,0.01,0.03,50,0.02,48,2,e,put
0.0033877646923065187,110,0.00909090909090909,0.03,50,0.02,48,2,e,put
0.004169071912765503,120,0.008333333333333333,0.03,50,0.02,48,2,e,put
0.004915554285049439,130,0.007692307692307693,0.03,50,0.02,48,2,e,put
0.006042473077774048,140,0.007142857142857143,0.03,50,0.02,48,2,e,put
0.006815995693206787,150,0.006666666666666667,0.03,50,0.02,48,2,e,put
0.009309292554855346,160,0.00625,0.03,50,0.02,48,2,e,put
0.012480239391326904,170,0.0058823529411764705,0.03,50,0.02,48,2,e,put
0.013103403806686401,180,0.005555555555555556,0.03,50,0.02,48,2,e,put
0.016534786224365234,190,0.005263157894736842,0.03,50,0.02,48,2,e,put
