sredni_czas,odw_t,t,sigma,S_0,r,K,T,opcja,wersja
1.0061264038085938e-05,1,1.0,0.03,50,0.02,48,2,a,call
2.008199691772461e-05,2,0.5,0.03,50,0.02,48,2,a,call
2.018451690673828e-05,3,0.3333333333333333,0.03,50,0.02,48,2,a,call
9.930133819580078e-06,4,0.25,0.03,50,0.02,48,2,a,call
9.984970092773438e-06,5,0.2,0.03,50,0.02,48,2,a,call
3.025054931640625e-05,6,0.16666666666666666,0.03,50,0.02,48,2,a,call
2.0105838775634765e-05,7,0.14285714285714285,0.03,50,0.02,48,2,a,call
2.9921531677246094e-05,8,0.125,0.03,50,0.02,48,2,a,call
3.969192504882812e-05,9,0.1111111111111111,0.03,50,0.02,48,2,a,call
6.980180740356445e-05,10,0.1,0.03,50,0.02,48,2,a,call
4.9881935119628906e-05,11,0.09090909090909091,0.03,50,0.02,48,2,a,call
6.082296371459961e-05,12,0.08333333333333333,0.03,50,0.02,48,2,a,call
6.0007572174072265e-05,13,0.07692307692307693,0.03,50,0.02,48,2,a,call
6.143331527709961e-05,14,0.07142857142857142,0.03,50,0.02,48,2,a,call
7.977724075317383e-05,15,0.06666666666666667,0.03,50,0.02,48,2,a,call
8.054256439208984e-05,16,0.0625,0.03,50,0.02,48,2,a,call
0.00010981559753417969,17,0.058823529411764705,0.03,50,0.02,48,2,a,call
0.00011111974716186523,18,0.05555555555555555,0.03,50,0.02,48,2,a,call
0.0001495957374572754,19,0.05263157894736842,0.03,50,0.02,48,2,a,call
0.00013962268829345703,20,0.05,0.03,50,0.02,48,2,a,call
0.00012975215911865235,21,0.047619047619047616,0.03,50,0.02,48,2,a,call
0.00014013528823852539,22,0.045454545454545456,0.03,50,0.02,48,2,a,call
0.00016251087188720703,23,0.043478260869565216,0.03,50,0.02,48,2,a,call
0.00015208959579467773,24,0.041666666666666664,0.03,50,0.02,48,2,a,call
0.00019933462142944337,25,0.04,0.03,50,0.02,48,2,a,call
0.00019919395446777344,26,0.038461538461538464,0.03,50,0.02,48,2,a,call
