sredni_czas,odw_t,t,sigma,S_0,r,K,T,opcja,wersja
0.01614248752593994,260,0.0038461538461538464,0.03,50,0.02,48,2,a,call
0.023431062698364258,270,0.003703703703703704,0.03,50,0.02,48,2,a,call
0.03875327110290527,280,0.0035714285714285713,0.03,50,0.02,48,2,a,call
0.032384395599365234,290,0.0034482758620689655,0.03,50,0.02,48,2,a,call
0.02746760845184326,300,0.0033333333333333335,0.03,50,0.02,48,2,a,call
0.03124260902404785,310,0.0032258064516129032,0.03,50,0.02,48,2,a,call
0.031244277954101562,320,0.003125,0.03,50,0.02,48,2,a,call
0.03905177116394043,330,0.0030303030303030303,0.03,50,0.02,48,2,a,call
0.03192639350891113,340,0.0029411764705882353,0.03,50,0.02,48,2,a,call
0.039053916931152344,350,0.002857142857142857,0.03,50,0.02,48,2,a,call
0.04368412494659424,360,0.002777777777777778,0.03,50,0.02,48,2,a,call
0.045542240142822266,370,0.002702702702702703,0.03,50,0.02,48,2,a,call
0.043103933334350586,380,0.002631578947368421,0.03,50,0.02,48,2,a,call
0.05467557907104492,390,0.002564102564102564,0.03,50,0.02,48,2,a,call
0.05467414855957031,400,0.0025,0.03,50,0.02,48,2,a,call
0.0546877384185791,410,0.0024390243902439024,0.03,50,0.02,48,2,a,call
0.05644106864929199,420,0.002380952380952381,0.03,50,0.02,48,2,a,call
0.05465352535247803,430,0.002325581395348837,0.03,50,0.02,48,2,a,call
0.0624849796295166,440,0.0022727272727272726,0.03,50,0.02,48,2,a,call
0.07030856609344482,450,0.0022222222222222222,0.03,50,0.02,48,2,a,call
0.06249964237213135,460,0.002173913043478261,0.03,50,0.02,48,2,a,call
0.07789325714111328,470,0.002127659574468085,0.03,50,0.02,48,2,a,call
0.07929122447967529,480,0.0020833333333333333,0.03,50,0.02,48,2,a,call
0.08123445510864258,490,0.0020408163265306124,0.03,50,0.02,48,2,a,call
0.08656811714172363,500,0.002,0.03,50,0.02,48,2,a,call
0.0937042236328125,550,0.0018181818181818182,0.03,50,0.02,48,2,a,call
0.12164831161499023,600,0.0016666666666666668,0.03,50,0.02,48,2,a,call
0.14838552474975586,650,0.0015384615384615385,0.03,50,0.02,48,2,a,call
0.16830766201019287,700,0.0014285714285714286,0.03,50,0.02,48,2,a,call
0.2100210189819336,750,0.0013333333333333333,0.03,50,0.02,48,2,a,call
0.22874140739440918,800,0.00125,0.03,50,0.02,48,2,a,call
0.2608591318130493,850,0.001176470588235294,0.03,50,0.02,48,2,a,call
0.28065717220306396,900,0.0011111111111111111,0.03,50,0.02,48,2,a,call
0.36208105087280273,950,0.0010526315789473684,0.03,50,0.02,48,2,a,call
0.0,1,1.0,0.03,50,0.02,48,2,a,put
0.0,2,0.5,0.03,50,0.02,48,2,a,put
0.0,3,0.3333333333333333,0.03,50,0.02,48,2,a,put
0.0,4,0.25,0.03,50,0.02,48,2,a,put
4.8160552978515625e-05,5,0.2,0.03,50,0.02,48,2,a,put
0.0,6,0.16666666666666666,0.03,50,0.02,48,2,a,put
0.0,7,0.14285714285714285,0.03,50,0.02,48,2,a,put
0.0,8,0.125,0.03,50,0.02,48,2,a,put
0.0,9,0.1111111111111111,0.03,50,0.02,48,2,a,put
0.0,10,0.1,0.03,50,0.02,48,2,a,put
0.0,11,0.09090909090909091,0.03,50,0.02,48,2,a,put
0.0,12,0.08333333333333333,0.03,50,0.02,48,2,a,put
0.0,13,0.07692307692307693,0.03,50,0.02,48,2,a,put
0.0,14,0.07142857142857142,0.03,50,0.02,48,2,a,put
0.0,15,0.06666666666666667,0.03,50,0.02,48,2,a,put
0.0,16,0.0625,0.03,50,0.02,48,2,a,put
0.0,17,0.058823529411764705,0.03,50,0.02,48,2,a,put
0.0,18,0.05555555555555555,0.03,50,0.02,48,2,a,put
0.003888368606567383,19,0.05263157894736842,0.03,50,0.02,48,2,a,put
0.0,20,0.05,0.03,50,0.02,48,2,a,put
0.0,21,0.047619047619047616,0.03,50,0.02,48,2,a,put
0.0,22,0.045454545454545456,0.03,50,0.02,48,2,a,put
0.004027605056762695,23,0.043478260869565216,0.03,50,0.02,48,2,a,put
0.0,24,0.041666666666666664,0.03,50,0.02,48,2,a,put
0.0,25,0.04,0.03,50,0.02,48,2,a,put
0.0,26,0.038461538461538464,0.03,50,0.02,48,2,a,put
0.0,27,0.037037037037037035,0.03,50,0.02,48,2,a,put
0.0,28,0.03571428571428571,0.03,50,0.02,48,2,a,put
0.0,29,0.034482758620689655,0.03,50,0.02,48,2,a,put
0.0,30,0.03333333333333333,0.03,50,0.02,48,2,a,put
0.0,31,0.03225806451612903,0.03,50,0.02,48,2,a,put
0.0,32,0.03125,0.03,50,0.02,48,2,a,put
0.0,33,0.030303030303030304,0.03,50,0.02,48,2,a,put
0.0,34,0.029411764705882353,0.03,50,0.02,48,2,a,put
0.0,35,0.02857142857142857,0.03,50,0.02,48,2,a,put
0.0,36,0.027777777777777776,0.03,50,0.02,48,2,a,put
0.0,37,0.02702702702702703,0.03,50,0.02,48,2,a,put
0.003988981246948242,38,0.02631578947368421,0.03,50,0.02,48,2,a,put
0.0,39,0.02564102564102564,0.03,50,0.02,48,2,a,put
0.0,40,0.025,0.03,50,0.02,48,2,a,put
0.0,41,0.024390243902439025,0.03,50,0.02,48,2,a,put
0.0,42,0.023809523809523808,0.03,50,0.02,48,2,a,put
0.0,43,0.023255813953488372,0.03,50,0.02,48,2,a,put
0.0,44,0.022727272727272728,0.03,50,0.02,48,2,a,put
0.003997445106506348,45,0.022222222222222223,0.03,50,0.02,48,2,a,put
0.0,46,0.021739130434782608,0.03,50,0.02,48,2,a,put
0.0,47,0.02127659574468085,0.03,50,0.02,48,2,a,put
0.0,48,0.020833333333333332,0.03,50,0.02,48,2,a,put
0.0,49,0.02040816326530612,0.03,50,0.02,48,2,a,put
0.0020679235458374023,50,0.02,0.03,50,0.02,48,2,a,put
0.0,51,0.0196078431372549,0.03,50,0.02,48,2,a,put
0.0,52,0.019230769230769232,0.03,50,0.02,48,2,a,put
0.0,53,0.018867924528301886,0.03,50,0.02,48,2,a,put
0.0,54,0.018518518518518517,0.03,50,0.02,48,2,a,put
0.0,55,0.01818181818181818,0.03,50,0.02,48,2,a,put
0.0,56,0.017857142857142856,0.03,50,0.02,48,2,a,put
0.0,57,0.017543859649122806,0.03,50,0.02,48,2,a,put
0.0,58,0.017241379310344827,0.03,50,0.02,48,2,a,put
0.0,59,0.01694915254237288,0.03,50,0.02,48,2,a,put
0.0,60,0.016666666666666666,0.03,50,0.02,48,2,a,put
0.0040585994720458984,61,0.01639344262295082,0.03,50,0.02,48,2,a,put
0.0,62,0.016129032258064516,0.03,50,0.02,48,2,a,put
0.0,63,0.015873015873015872,0.03,50,0.02,48,2,a,put
0.0,64,0.015625,0.03,50,0.02,48,2,a,put
0.0,65,0.015384615384615385,0.03,50,0.02,48,2,a,put
0.0051517486572265625,66,0.015151515151515152,0.03,50,0.02,48,2,a,put
0.0,67,0.014925373134328358,0.03,50,0.02,48,2,a,put
0.004061579704284668,68,0.014705882352941176,0.03,50,0.02,48,2,a,put
0.0,69,0.014492753623188406,0.03,50,0.02,48,2,a,put
0.003649115562438965,70,0.014285714285714285,0.03,50,0.02,48,2,a,put
0.0,71,0.014084507042253521,0.03,50,0.02,48,2,a,put
0.003998875617980957,72,0.013888888888888888,0.03,50,0.02,48,2,a,put
0.0,73,0.0136986301369863,0.03,50,0.02,48,2,a,put
0.0,74,0.013513513513513514,0.03,50,0.02,48,2,a,put
0.0,75,0.013333333333333334,0.03,50,0.02,48,2,a,put
0.0,76,0.013157894736842105,0.03,50,0.02,48,2,a,put
0.0,77,0.012987012987012988,0.03,50,0.02,48,2,a,put
0.0,78,0.01282051282051282,0.03,50,0.02,48,2,a,put
0.0,79,0.012658227848101266,0.03,50,0.02,48,2,a,put
0.0,80,0.0125,0.03,50,0.02,48,2,a,put
0.0,81,0.012345679012345678,0.03,50,0.02,48,2,a,put
0.008336424827575684,82,0.012195121951219513,0.03,50,0.02,48,2,a,put
0.0,83,0.012048192771084338,0.03,50,0.02,48,2,a,put
0.0,84,0.011904761904761904,0.03,50,0.02,48,2,a,put
0.003946661949157715,85,0.011764705882352941,0.03,50,0.02,48,2,a,put
0.0,86,0.011627906976744186,0.03,50,0.02,48,2,a,put
0.0,87,0.011494252873563218,0.03,50,0.02,48,2,a,put
0.003923535346984863,88,0.011363636363636364,0.03,50,0.02,48,2,a,put
0.0,89,0.011235955056179775,0.03,50,0.02,48,2,a,put
0.0,90,0.011111111111111112,0.03,50,0.02,48,2,a,put
0.003948330879211426,91,0.01098901098901099,0.03,50,0.02,48,2,a,put
0.002464890480041504,92,0.010869565217391304,0.03,50,0.02,48,2,a,put
0.0,93,0.010752688172043012,0.03,50,0.02,48,2,a,put
0.0,94,0.010638297872340425,0.03,50,0.02,48,2,a,put
0.0,95,0.010526315789473684,0.03,50,0.02,48,2,a,put
0.003991603851318359,96,0.010416666666666666,0.03,50,0.02,48,2,a,put
0.0018050670623779297,97,0.010309278350515464,0.03,50,0.02,48,2,a,put
0.0,98,0.01020408163265306,0.03,50,0.02,48,2,a,put
0.007302522659301758,99,0.010101010101010102,0.03,50,0.02,48,2,a,put
0.0,100,0.01,0.03,50,0.02,48,2,a,put
0.007491469383239746,110,0.00909090909090909,0.03,50,0.02,48,2,a,put
0.0,120,0.008333333333333333,0.03,50,0.02,48,2,a,put
0.0073195695877075195,130,0.007692307692307693,0.03,50,0.02,48,2,a,put
0.003999590873718262,140,0.007142857142857143,0.03,50,0.02,48,2,a,put
0.0007998943328857422,150,0.006666666666666667,0.03,50,0.02,48,2,a,put
0.00833439826965332,160,0.00625,0.03,50,0.02,48,2,a,put
0.01677572727203369,170,0.0058823529411764705,0.03,50,0.02,48,2,a,put
0.008296966552734375,180,0.005555555555555556,0.03,50,0.02,48,2,a,put
0.016573309898376465,190,0.005263157894736842,0.03,50,0.02,48,2,a,put
0.01660788059234619,200,0.005,0.03,50,0.02,48,2,a,put
0.015903830528259277,210,0.004761904761904762,0.03,50,0.02,48,2,a,put
0.01578354835510254,220,0.004545454545454545,0.03,50,0.02,48,2,a,put
0.028740525245666504,230,0.004347826086956522,0.03,50,0.02,48,2,a,put
0.031762123107910156,240,0.004166666666666667,0.03,50,0.02,48,2,a,put
0.032866477966308594,250,0.004,0.03,50,0.02,48,2,a,put
0.03284335136413574,260,0.0038461538461538464,0.03,50,0.02,48,2,a,put
0.02430593967437744,270,0.003703703703703704,0.03,50,0.02,48,2,a,put
0.023432254791259766,280,0.0035714285714285713,0.03,50,0.02,48,2,a,put
0.0390552282333374,290,0.0034482758620689655,0.03,50,0.02,48,2,a,put
0.0312424898147583,300,0.0033333333333333335,0.03,50,0.02,48,2,a,put
0.03975474834442139,310,0.0032258064516129032,0.03,50,0.02,48,2,a,put
0.04246556758880615,320,0.003125,0.03,50,0.02,48,2,a,put
0.03302621841430664,330,0.0030303030303030303,0.03,50,0.02,48,2,a,put
0.039421796798706055,340,0.0029411764705882353,0.03,50,0.02,48,2,a,put
0.039043307304382324,350,0.002857142857142857,0.03,50,0.02,48,2,a,put
0.03904926776885986,360,0.002777777777777778,0.03,50,0.02,48,2,a,put
0.04497635364532471,370,0.002702702702702703,0.03,50,0.02,48,2,a,put
0.047264933586120605,380,0.002631578947368421,0.03,50,0.02,48,2,a,put
0.05467426776885986,390,0.002564102564102564,0.03,50,0.02,48,2,a,put
0.06249058246612549,400,0.0025,0.03,50,0.02,48,2,a,put
0.06638634204864502,410,0.0024390243902439024,0.03,50,0.02,48,2,a,put
0.06013369560241699,420,0.002380952380952381,0.03,50,0.02,48,2,a,put
0.062487125396728516,430,0.002325581395348837,0.03,50,0.02,48,2,a,put
0.062493085861206055,440,0.0022727272727272726,0.03,50,0.02,48,2,a,put
0.07028687000274658,450,0.0022222222222222222,0.03,50,0.02,48,2,a,put
0.07895922660827637,460,0.002173913043478261,0.03,50,0.02,48,2,a,put
0.07678043842315674,470,0.002127659574468085,0.03,50,0.02,48,2,a,put
0.07810556888580322,480,0.0020833333333333333,0.03,50,0.02,48,2,a,put
0.08481884002685547,490,0.0020408163265306124,0.03,50,0.02,48,2,a,put
0.10011422634124756,500,0.002,0.03,50,0.02,48,2,a,put
0.12930679321289062,550,0.0018181818181818182,0.03,50,0.02,48,2,a,put
0.2277156114578247,600,0.0016666666666666668,0.03,50,0.02,48,2,a,put
0.19151830673217773,650,0.0015384615384615385,0.03,50,0.02,48,2,a,put
0.2457292079925537,700,0.0014285714285714286,0.03,50,0.02,48,2,a,put
0.3372321128845215,750,0.0013333333333333333,0.03,50,0.02,48,2,a,put
0.3041931390762329,800,0.00125,0.03,50,0.02,48,2,a,put
0.3375532627105713,850,0.001176470588235294,0.03,50,0.02,48,2,a,put
0.37084996700286865,900,0.0011111111111111111,0.03,50,0.02,48,2,a,put
0.370685338973999,950,0.0010526315789473684,0.03,50,0.02,48,2,a,put
0.0,1,1.0,0.03,50,0.02,48,2,e,call
0.0,2,0.5,0.03,50,0.02,48,2,e,call
0.0,3,0.3333333333333333,0.03,50,0.02,48,2,e,call
0.0,4,0.25,0.03,50,0.02,48,2,e,call
0.0,5,0.2,0.03,50,0.02,48,2,e,call
0.0,6,0.16666666666666666,0.03,50,0.02,48,2,e,call
0.0,7,0.14285714285714285,0.03,50,0.02,48,2,e,call
0.0,8,0.125,0.03,50,0.02,48,2,e,call
0.0,9,0.1111111111111111,0.03,50,0.02,48,2,e,call
0.0,10,0.1,0.03,50,0.02,48,2,e,call
0.0,11,0.09090909090909091,0.03,50,0.02,48,2,e,call
0.0,12,0.08333333333333333,0.03,50,0.02,48,2,e,call
0.0,13,0.07692307692307693,0.03,50,0.02,48,2,e,call
0.0,14,0.07142857142857142,0.03,50,0.02,48,2,e,call
0.0,15,0.06666666666666667,0.03,50,0.02,48,2,e,call
0.0,16,0.0625,0.03,50,0.02,48,2,e,call
0.0,17,0.058823529411764705,0.03,50,0.02,48,2,e,call
0.0,18,0.05555555555555555,0.03,50,0.02,48,2,e,call
0.0,19,0.05263157894736842,0.03,50,0.02,48,2,e,call
0.0,20,0.05,0.03,50,0.02,48,2,e,call
0.0,21,0.047619047619047616,0.03,50,0.02,48,2,e,call
0.0,22,0.045454545454545456,0.03,50,0.02,48,2,e,call
0.0,23,0.043478260869565216,0.03,50,0.02,48,2,e,call
0.0,24,0.041666666666666664,0.03,50,0.02,48,2,e,call
0.0,25,0.04,0.03,50,0.02,48,2,e,call
0.0,26,0.038461538461538464,0.03,50,0.02,48,2,e,call
0.007567763328552246,27,0.037037037037037035,0.03,50,0.02,48,2,e,call
0.0,28,0.03571428571428571,0.03,50,0.02,48,2,e,call
0.0,29,0.034482758620689655,0.03,50,0.02,48,2,e,call
0.0,30,0.03333333333333333,0.03,50,0.02,48,2,e,call
0.0,31,0.03225806451612903,0.03,50,0.02,48,2,e,call
0.0,32,0.03125,0.03,50,0.02,48,2,e,call
0.0,33,0.030303030303030304,0.03,50,0.02,48,2,e,call
0.00017082691192626953,34,0.029411764705882353,0.03,50,0.02,48,2,e,call
0.0,35,0.02857142857142857,0.03,50,0.02,48,2,e,call
0.0,36,0.027777777777777776,0.03,50,0.02,48,2,e,call
0.0,37,0.02702702702702703,0.03,50,0.02,48,2,e,call
0.0,38,0.02631578947368421,0.03,50,0.02,48,2,e,call
0.0,39,0.02564102564102564,0.03,50,0.02,48,2,e,call
0.0,40,0.025,0.03,50,0.02,48,2,e,call
0.0,41,0.024390243902439025,0.03,50,0.02,48,2,e,call
0.0,42,0.023809523809523808,0.03,50,0.02,48,2,e,call
0.0,43,0.023255813953488372,0.03,50,0.02,48,2,e,call
0.0,44,0.022727272727272728,0.03,50,0.02,48,2,e,call
0.0,45,0.022222222222222223,0.03,50,0.02,48,2,e,call
0.0,46,0.021739130434782608,0.03,50,0.02,48,2,e,call
0.008085250854492188,47,0.02127659574468085,0.03,50,0.02,48,2,e,call
0.0,48,0.020833333333333332,0.03,50,0.02,48,2,e,call
0.0,49,0.02040816326530612,0.03,50,0.02,48,2,e,call
0.0,50,0.02,0.03,50,0.02,48,2,e,call
0.0,51,0.0196078431372549,0.03,50,0.02,48,2,e,call
0.0005069971084594727,52,0.019230769230769232,0.03,50,0.02,48,2,e,call
0.0,53,0.018867924528301886,0.03,50,0.02,48,2,e,call
0.0,54,0.018518518518518517,0.03,50,0.02,48,2,e,call
0.0,55,0.01818181818181818,0.03,50,0.02,48,2,e,call
0.0,56,0.017857142857142856,0.03,50,0.02,48,2,e,call
0.0,57,0.017543859649122806,0.03,50,0.02,48,2,e,call
0.0,58,0.017241379310344827,0.03,50,0.02,48,2,e,call
0.0,59,0.01694915254237288,0.03,50,0.02,48,2,e,call
0.0,60,0.016666666666666666,0.03,50,0.02,48,2,e,call
0.0,61,0.01639344262295082,0.03,50,0.02,48,2,e,call
0.0,62,0.016129032258064516,0.03,50,0.02,48,2,e,call
0.0,63,0.015873015873015872,0.03,50,0.02,48,2,e,call
0.0,64,0.015625,0.03,50,0.02,48,2,e,call
0.0,65,0.015384615384615385,0.03,50,0.02,48,2,e,call
0.008004903793334961,66,0.015151515151515152,0.03,50,0.02,48,2,e,call
0.0,67,0.014925373134328358,0.03,50,0.02,48,2,e,call
0.0,68,0.014705882352941176,0.03,50,0.02,48,2,e,call
0.0,69,0.014492753623188406,0.03,50,0.02,48,2,e,call
0.007811903953552246,70,0.014285714285714285,0.03,50,0.02,48,2,e,call
0.0,71,0.014084507042253521,0.03,50,0.02,48,2,e,call
0.0,72,0.013888888888888888,0.03,50,0.02,48,2,e,call
0.0,73,0.0136986301369863,0.03,50,0.02,48,2,e,call
0.007819294929504395,74,0.013513513513513514,0.03,50,0.02,48,2,e,call
0.0,75,0.013333333333333334,0.03,50,0.02,48,2,e,call
0.0,76,0.013157894736842105,0.03,50,0.02,48,2,e,call
0.0,77,0.012987012987012988,0.03,50,0.02,48,2,e,call
0.008313775062561035,78,0.01282051282051282,0.03,50,0.02,48,2,e,call
0.0,79,0.012658227848101266,0.03,50,0.02,48,2,e,call
0.0,80,0.0125,0.03,50,0.02,48,2,e,call
0.0,81,0.012345679012345678,0.03,50,0.02,48,2,e,call
0.008287549018859863,82,0.012195121951219513,0.03,50,0.02,48,2,e,call
0.0,83,0.012048192771084338,0.03,50,0.02,48,2,e,call
0.0,84,0.011904761904761904,0.03,50,0.02,48,2,e,call
0.0,85,0.011764705882352941,0.03,50,0.02,48,2,e,call
0.0006383657455444336,86,0.011627906976744186,0.03,50,0.02,48,2,e,call
0.0,87,0.011494252873563218,0.03,50,0.02,48,2,e,call
0.0,88,0.011363636363636364,0.03,50,0.02,48,2,e,call
0.008299112319946289,89,0.011235955056179775,0.03,50,0.02,48,2,e,call
0.0,90,0.011111111111111112,0.03,50,0.02,48,2,e,call
0.0,91,0.01098901098901099,0.03,50,0.02,48,2,e,call
0.008283138275146484,92,0.010869565217391304,0.03,50,0.02,48,2,e,call
0.0,93,0.010752688172043012,0.03,50,0.02,48,2,e,call
0.0,94,0.010638297872340425,0.03,50,0.02,48,2,e,call
0.008352279663085938,95,0.010526315789473684,0.03,50,0.02,48,2,e,call
0.0,96,0.010416666666666666,0.03,50,0.02,48,2,e,call
0.0,97,0.010309278350515464,0.03,50,0.02,48,2,e,call
0.008361458778381348,98,0.01020408163265306,0.03,50,0.02,48,2,e,call
0.0,99,0.010101010101010102,0.03,50,0.02,48,2,e,call
0.0,100,0.01,0.03,50,0.02,48,2,e,call
0.008271217346191406,110,0.00909090909090909,0.03,50,0.02,48,2,e,call
0.0,120,0.008333333333333333,0.03,50,0.02,48,2,e,call
0.008390069007873535,130,0.007692307692307693,0.03,50,0.02,48,2,e,call
0.0,140,0.007142857142857143,0.03,50,0.02,48,2,e,call
0.008282780647277832,150,0.006666666666666667,0.03,50,0.02,48,2,e,call
0.008350133895874023,160,0.00625,0.03,50,0.02,48,2,e,call
0.008342742919921875,170,0.0058823529411764705,0.03,50,0.02,48,2,e,call
