sredni_czas,odw_t,t,sigma,S_0,r,K,T,opcja,wersja
0.05236195564270019,381,0.0026246719160104987,0.03,50,0.02,48,2,e,call
0.05348352670669556,401,0.0024937655860349127,0.03,50,0.02,48,2,e,call
0.05999997615814209,421,0.0023752969121140144,0.03,50,0.02,48,2,e,call
0.06393167495727539,441,0.0022675736961451248,0.03,50,0.02,48,2,e,call
0.07016649723052978,461,0.0021691973969631237,0.03,50,0.02,48,2,e,call
0.0767874813079834,481,0.002079002079002079,0.03,50,0.02,48,2,e,call
0.08430683851242066,501,0.001996007984031936,0.03,50,0.02,48,2,e,call
0.09172344207763672,521,0.0019193857965451055,0.03,50,0.02,48,2,e,call
0.10004583358764649,541,0.0018484288354898336,0.03,50,0.02,48,2,e,call
0.10793833732604981,561,0.0017825311942959,0.03,50,0.02,48,2,e,call
0.114428231716156,581,0.0017211703958691911,0.03,50,0.02,48,2,e,call
0.1214443826675415,601,0.0016638935108153079,0.03,50,0.02,48,2,e,call
0.12931791067123413,621,0.001610305958132045,0.03,50,0.02,48,2,e,call
0.2318735146522522,641,0.0015600624024961,0.03,50,0.02,48,2,e,call
0.2683294439315796,661,0.0015128593040847202,0.03,50,0.02,48,2,e,call
0.2904924154281616,681,0.0014684287812041115,0.03,50,0.02,48,2,e,call
0.31767236948013305,701,0.0014265335235378032,0.03,50,0.02,48,2,e,call
0.2701603579521179,721,0.0013869625520110957,0.03,50,0.02,48,2,e,call
0.2265417170524597,741,0.001349527665317139,0.03,50,0.02,48,2,e,call
0.21505618810653687,761,0.001314060446780552,0.03,50,0.02,48,2,e,call
0.23740825176239014,781,0.0012804097311139564,0.03,50,0.02,48,2,e,call
0.2610852527618408,801,0.0012484394506866417,0.03,50,0.02,48,2,e,call
0.30550982236862184,821,0.001218026796589525,0.03,50,0.02,48,2,e,call
0.2822571063041687,841,0.0011890606420927466,0.03,50,0.02,48,2,e,call
0.33729350805282593,861,0.0011614401858304297,0.03,50,0.02,48,2,e,call
0.2824185609817505,881,0.0011350737797956867,0.03,50,0.02,48,2,e,call
0.2825502014160156,901,0.0011098779134295228,0.03,50,0.02,48,2,e,call
0.29957284688949587,921,0.0010857763300760044,0.03,50,0.02,48,2,e,call
0.3104777407646179,941,0.0010626992561105207,0.03,50,0.02,48,2,e,call
0.3268083643913269,961,0.001040582726326743,0.03,50,0.02,48,2,e,call
0.33824442386627196,981,0.0010193679918450561,0.03,50,0.02,48,2,e,call
1.1625289916992187e-05,1,1.0,0.03,50,0.02,48,2,e,put
0.00011966943740844727,21,0.047619047619047616,0.03,50,0.02,48,2,e,put
0.00042052507400512694,41,0.024390243902439025,0.03,50,0.02,48,2,e,put
0.0009877300262451172,61,0.01639344262295082,0.03,50,0.02,48,2,e,put
0.0019484925270080566,81,0.012345679012345678,0.03,50,0.02,48,2,e,put
0.002633931636810303,101,0.009900990099009901,0.03,50,0.02,48,2,e,put
0.0036464738845825195,121,0.008264462809917356,0.03,50,0.02,48,2,e,put
